"artistName","album","trackName","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","genres"
"JustAGent","Stories to Tell","Rolling Dice","4SNlufpg8PmrMmeS2luHcK",0.588,0.72,2,-6.894,1,0.0831,0.0748,6.12e-05,0.0917,0.0776,117.935,287808,4,"electro house"
"JustAGent","Stories to Tell","Rolling Dice","4SNlufpg8PmrMmeS2luHcK",0.588,0.72,2,-6.894,1,0.0831,0.0748,6.12e-05,0.0917,0.0776,117.935,287808,4,"electronic trap"
"JustAGent","Stories to Tell","Rolling Dice","4SNlufpg8PmrMmeS2luHcK",0.588,0.72,2,-6.894,1,0.0831,0.0748,6.12e-05,0.0917,0.0776,117.935,287808,4,"electropop"
"JustAGent","Stories to Tell","Rolling Dice","4SNlufpg8PmrMmeS2luHcK",0.588,0.72,2,-6.894,1,0.0831,0.0748,6.12e-05,0.0917,0.0776,117.935,287808,4,"future bass"
"JustAGent","Stories to Tell","Rolling Dice","4SNlufpg8PmrMmeS2luHcK",0.588,0.72,2,-6.894,1,0.0831,0.0748,6.12e-05,0.0917,0.0776,117.935,287808,4,"pop edm"
"JustAGent","Stories to Tell","Rolling Dice","4SNlufpg8PmrMmeS2luHcK",0.588,0.72,2,-6.894,1,0.0831,0.0748,6.12e-05,0.0917,0.0776,117.935,287808,4,"vapor twitch"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"aussietronica"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"bass trap"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"edm"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"electro house"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"electronic trap"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"electropop"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"future bass"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"pop edm"
"JustAGent","URCA","Iris in the Dark","4BsN2VLlvd3BBJCt7gpwkc",0.791,0.749,1,-8.744,0,0.043,0.0213,0.0321,0.079,0.0669,109.997,199091,4,"vapor twitch"
"Justice","Audio, Video, Disco.","Planisphere","18IARgL5t0TkfCvARd8Ndn",0.581,0.887,10,-5.041,0,0.0855,0.000212,0.831,0.207,0.122,110.019,1059733,4,"alternative dance"
